OBJECTID,HexID,SamplingResultsCount,SHAPE_Length,SHAPE_Area
548,548,8,0.180189739858533,0.00225327633785251
549,549,2,0.179171098136975,0.00223315250276886
550,550,8,0.178256187107149,0.00221470916097851
551,551,8,0.18344522850531,0.00231828947716174
552,552,5,0.178196126989685,0.00221344717743362
553,553,10,0.181570104149209,0.00228110860228834
554,554,1,0.180938911044703,0.00226853204142847
555,555,13,0.177583051682481,0.00220099092307866
556,556,6,0.179141063710516,0.00223247972964598
557,557,4,0.177994903188888,0.00220948755434648
558,558,10,0.177792287029983,0.00220545716046025
559,559,4,0.176904737207135,0.00218724742581667
560,560,4,0.179185992783473,0.00223342951418507
561,561,1,0.177179207811205,0.00219286344495358
562,562,20,0.179169845600376,0.00223300539199119
563,563,45,0.17842869668671,0.00221819232689535
564,564,4,0.183368529927294,0.00231692129493147
565,565,13,0.179352432286338,0.00223662206101492
566,566,11,0.177784349859843,0.00220529295456
567,567,10,0.179170572652327,0.00223308479174665
568,568,4,0.18003224766191,0.00225013863513589
569,569,4,0.177505695439549,0.0021996799857252
570,570,9,0.177827659525465,0.00220616791854228
571,571,11,0.184036459036487,0.00233004526130689
572,572,9,0.18504338474546,0.00234998877410324
573,573,19,0.178659410752029,0.00222272410090605
574,574,16,0.185802497728652,0.0023648755345502
575,575,15,0.178214629390026,0.00221385060445016
576,576,15,0.183014210364336,0.00230973674988255
577,577,6,0.177518793002035,0.00219994563790957
578,578,30,0.177132136263598,0.00219214180262702
579,579,4,0.17860566940061,0.00222178165304344
580,580,7,0.178707035893902,0.00222372451814091
581,581,9,0.178177725361658,0.0022131145189212
582,582,1,0.180064251113303,0.00225085098719372
583,583,1,0.176854078518532,0.0021865528983504
584,584,27,0.182036668859491,0.00229042772482207
585,585,5,0.177143338359484,0.00219237961191839
586,586,5,0.185957692225703,0.00236825707942858
587,587,3,0.178678413768399,0.00222326471517103
588,588,12,0.182293233744047,0.00229555804113815
589,589,4,0.178052214173619,0.00221052534067093
590,590,4,0.17791713345159,0.0022078974369016
591,591,1,0.184372471669224,0.00233670272109915
592,592,4,0.179128557112978,0.00223223752863634
593,593,1,0.177303094320759,0.00219560709981506
594,594,3,0.177882457585498,0.00220723681266619
595,595,7,0.176956311829116,0.00218858097308715
596,596,5,0.180246042867415,0.00225443783849685
597,597,24,0.184796967857982,0.00234492571821515
598,598,1,0.177566407216925,0.00220075068016464
599,599,4,0.17902805819631,0.00223028133120746
600,600,1,0.177313565427246,0.00219581918230683
601,601,5,0.185853514219243,0.00236589491926447
602,602,6,0.178911876597716,0.00222790847245889
603,603,4,0.17688337645341,0.00218710815607292
604,604,1,0.179277478663428,0.00223504463898516
605,605,7,0.179431403428755,0.00223811716599334
606,606,7,0.184715544006385,0.00234367314342065
607,607,1,0.178484338968672,0.00221936923818591
608,608,2,0.177717962385387,0.00220396177597646
609,609,5,0.183507615807437,0.00231957787927509
610,610,5,0.176841025833461,0.00218629001191375
611,611,5,0.178604494777279,0.00222176398022974
612,612,4,0.179214899864119,0.00223403390728883
613,613,18,0.178124380764331,0.00221196127094727
614,614,14,0.179212569389466,0.00223393144150569
615,615,6,0.185273286564756,0.00235469571759219
616,616,4,0.183125053514092,0.00231202153090715
617,617,4,0.178183463743018,0.00221331154969572
618,618,5,0.181186072056485,0.00227338117892745
619,619,6,0.177397875866123,0.00219726074495878
620,620,6,0.176897029450588,0.00218742307652336
621,621,11,0.178595123335364,0.00222159633393559
622,622,4,0.185839031569122,0.00236586595045604
623,623,8,0.178835691193754,0.00222641067046326
624,624,21,0.181762212195332,0.00228493799697471
625,625,5,0.180840115787613,0.00226653047760863
626,626,9,0.177654101634553,0.00220266965758569
627,627,7,0.1780255670623,0.00221004802409177
628,628,14,0.178064873934665,0.00221084890222965
629,629,8,0.179189225884442,0.00223348965860255
630,630,3,0.181528480379527,0.00228031084032296
631,631,12,0.178441850150877,0.00221841230383427
632,632,3,0.179813374949771,0.00224597425370935
633,633,11,0.176911328605385,0.00218758719024641
634,634,1,0.17760575787036,0.00220155443111852
635,635,4,0.180534860894625,0.00226046488403173
636,636,10,0.180743546383115,0.00226463869685825
637,637,8,0.179456303410004,0.00223881294945662
638,638,8,0.185676554959169,0.00236244025633891
639,639,18,0.180918606442592,0.00226800209636757
640,640,4,0.17833839833096,0.00221635544573987
641,641,8,0.178346123235936,0.00221652403559201
642,642,18,0.177613910180015,0.00220186515956447
643,643,15,0.180615946979492,0.00226208545846096
644,644,13,0.176893009298048,0.00218711981503659
645,645,15,0.180120702974158,0.00225207114883378
646,646,5,0.176991330787341,0.0021893078020868
647,647,8,0.178336657596862,0.00221637291433713
648,648,8,0.182422164141142,0.0022981260555866
649,649,17,0.178646472711024,0.00222260390293102
650,650,1,0.178464135730933,0.00221895490281814
651,651,1,0.181399651772191,0.00227769187287572
652,652,19,0.180889785066774,0.00226745450412274
653,653,13,0.179378342127,0.00223731066456425
654,654,1,0.179836291766368,0.00224640396294454
655,655,6,0.185589641330341,0.00236091173988241
656,656,14,0.180008433976973,0.00224993291407752
657,657,1,0.182078425700205,0.0022912572227369
658,658,8,0.179275534809735,0.00223516475703496
659,659,2,0.179146341031852,0.00223264934506247
660,660,11,0.178982191248833,0.00222936641334062
661,661,16,0.18436599305321,0.00233661426098091
662,662,4,0.179459749161163,0.00223893779291257
663,663,18,0.180290041646258,0.00225556773492127
664,664,7,0.178221793946388,0.00221407985759876
665,665,25,0.1779408565745,0.0022083379886361
666,666,81,0.179144732578561,0.00223257748309315
667,667,2,0.177616033036451,0.00220190484275195
668,668,5,0.176988279525963,0.00218925701447667
669,669,47,0.178716922800215,0.00222400819488583
670,670,7,0.179976470118131,0.00224926499917341
671,671,9,0.179387166006026,0.00223722129377079
672,672,10,0.179972294644781,0.00224921106194565
673,673,7,0.17989134026011,0.00224752657366568
674,674,1,0.179852295994512,0.00224649725020199
675,675,16,0.179377230519432,0.00223722486627246
676,676,4,0.181572944640705,0.00228120009048273
677,677,4,0.178634695057946,0.00222235014116914
678,678,12,0.182166992598818,0.0022930397215357
679,679,9,0.177663844145312,0.00220264592645821
680,680,6,0.17776485605449,0.00220490165869496
681,681,4,0.179342302798521,0.00223657962932008
682,682,9,0.179303619117769,0.00223579466354148
683,683,2,0.180088244156422,0.00225152992699261
684,684,4,0.179029170481067,0.00223027481200491
685,685,4,0.181189148691675,0.00227347624415599
686,686,6,0.178545258829894,0.00222043449667912
687,687,4,0.179121302968617,0.00223207893173892
688,688,9,0.178446650628223,0.00221853777960791
689,689,4,0.178335238768998,0.00221636466386914
690,690,9,0.181779994530479,0.00228529633598215
691,691,24,0.17831519818894,0.00221577114432463
692,692,19,0.17868174818262,0.00222330732354978
693,693,16,0.178350069611278,0.00221649144384043
694,694,8,0.178447214271607,0.00221862190220295
695,695,5,0.182637630483509,0.00230241562992714
696,696,16,0.178060584846885,0.00221081769460879
697,697,3,0.179091446937615,0.00223134121002611
698,698,4,0.178631846812312,0.0022223335103706
699,699,3,0.178804447765939,0.00222577910177195
700,700,2,0.185391762526478,0.00235704706904967
701,701,3,0.179508620044728,0.00223965793434257
702,702,6,0.184480881468589,0.00233900380432278
703,703,5,0.179763777023159,0.00224493136298735
704,704,15,0.17967194118681,0.00224310519577901
705,705,18,0.180283068674993,0.0022553279891079
706,706,4,0.179708183570641,0.00224365184141697
707,707,4,0.177756286610027,0.00220459245536632
708,708,10,0.17908564529512,0.002231431487273
709,709,12,0.181996170171579,0.00228963984132478
710,710,20,0.177167825548118,0.00219258447586834
711,711,5,0.178353429317972,0.0022166830582767
712,712,2,0.182581230049542,0.00230126521613932
713,713,3,0.178952102977664,0.00222874617370524
714,714,1,0.179565840321743,0.00224096418546349
715,715,6,0.182935578983903,0.00230833092086549
716,716,5,0.17710013873,0.00219143988437807
717,717,4,0.179463984360412,0.00223899489963828
718,718,7,0.179093511303988,0.00223154217280808
719,719,3,0.178558817629944,0.00222082881015227
720,720,1,0.180126693934241,0.00225229780616175
721,721,5,0.178356917508606,0.00221680785819137
722,722,6,0.180826503466524,0.00226604602853537
723,723,4,0.17898775251324,0.0022294403842338
724,724,4,0.17877317038406,0.00222510202270079
725,725,6,0.182460407184745,0.00229887924068597
726,726,3,0.180582864553937,0.00226142263537158
727,727,5,0.180705806269422,0.00226387602953213
728,728,9,0.185545084282539,0.00236003968726024
729,729,13,0.183712406001563,0.0023237181712781
730,730,15,0.181650191912979,0.00228264365260567
731,731,5,0.179016617173676,0.00223000252914673
732,732,12,0.179735578119869,0.00224446874297135
733,733,7,0.180806636069588,0.00226587566185412
734,734,2,0.178825277709658,0.00222609995577527
735,735,7,0.180030956720637,0.00225036149291173
736,736,5,0.177918498722081,0.00220793718928341
737,737,1,0.180154899519871,0.00225273171429056
738,738,4,0.18008512155816,0.00225146451261125
739,739,47,0.177420353644719,0.00219765261388133
740,740,9,0.178181917562324,0.00221326669585421
741,741,8,0.178064456188578,0.00221093061671441
742,742,19,0.179380517506846,0.00223731325482418
743,743,8,0.179105513567255,0.0022317325235767
744,744,2,0.182723936519991,0.00230413288110977
745,745,3,0.185052971379065,0.00235020085428268
746,746,13,0.177575746223103,0.00220099101581213
747,747,5,0.178220484417409,0.00221400895718468
748,748,26,0.182378691781307,0.00229725971018602
749,749,1,0.17781517906121,0.00220570158657464
750,750,42,0.179855881830818,0.00224675457429817
751,751,1,0.178428499621829,0.00221824183510373
752,752,1,0.182634357523082,0.00230234451201451
753,753,11,0.177122914125264,0.00219181043255112
754,754,4,0.180777744366595,0.00226525496288059
755,755,5,0.183754178584377,0.00232453893450434
756,756,4,0.183842664429926,0.00232629196005653
757,757,8,0.179855438781791,0.00224686912918967
758,758,2,0.177318303599849,0.00219581724277236
759,759,37,0.181389855678829,0.00227752414831365
760,760,6,0.177005930197234,0.00218941483520378
761,761,6,0.178272847401425,0.00221511184422773
762,762,2,0.182357259609279,0.00229678772695486
763,763,1,0.183699286105393,0.0023232931994386
764,764,34,0.179398907159333,0.00223757526688163
765,765,12,0.18119626731089,0.00227368192828068
766,766,50,0.18580745668288,0.00236526925833768
767,767,9,0.18088810837124,0.00226750153772692
768,768,4,0.179843975948438,0.00224654141938514
769,769,12,0.179382066764671,0.00223736202029391
770,770,9,0.177395804499018,0.00219740875498192
771,771,7,0.177581278919987,0.00220119785066462
772,772,9,0.180214441258026,0.00225405760835606
773,773,8,0.177137617588034,0.00219220327329876
774,774,4,0.17906441229149,0.00223101494001159
775,775,1,0.17841887574676,0.00221803775575578
776,776,3,0.182163819174712,0.0022929607161959
777,777,4,0.185847094781615,0.00236553473522174
778,778,17,0.179146881067672,0.00223265463002454
779,779,15,0.177611920714458,0.00220171311862756
780,780,16,0.178262681021756,0.00221489567291992
781,781,17,0.178072467720397,0.00221107274269993
782,782,1,0.183689905836463,0.00232320737248076
783,783,1,0.180359720824696,0.00225694701823408
784,784,8,0.178444464027589,0.00221847992039031
785,785,18,0.179658027256447,0.00224288743384371
786,786,4,0.177795629140522,0.00220552493375759
787,787,4,0.179772461997789,0.00224520937803636
788,788,7,0.178450660279904,0.00221865311294751
789,789,22,0.178047513529978,0.00221058511389244
790,790,4,0.181281326361921,0.0022753590613569
791,791,7,0.179029800124346,0.00223030670727359
792,792,2,0.182720523254434,0.0023040582671576
793,793,4,0.185723368456525,0.0023636215440475
794,794,5,0.184892653919156,0.00234707399782549
795,795,5,0.179062950370161,0.00223087272950852
796,796,69,0.178227776985328,0.00221419832937593
797,797,8,0.177766446980589,0.00220485959394248
798,798,3,0.182422497652536,0.00229812418569041
799,799,8,0.177469423600367,0.00219894653702826
800,800,5,0.184309076373563,0.00233559236987945
801,801,19,0.178628170721194,0.0022222087387274
802,802,3,0.178409220374107,0.00221779074430855
803,803,19,0.178912826465631,0.00222793749150228
804,804,3,0.177986297352235,0.00220924856895108
805,805,3,0.177593384233886,0.00220124488748273
806,806,5,0.177724086857933,0.00220408435166532
807,807,5,0.17906467727349,0.00223098125505637
808,808,7,0.185696649551692,0.00236311526665755
809,809,11,0.177264438580891,0.00219482750019559
810,810,22,0.183038406640682,0.00231030266618018
811,811,12,0.176877094639968,0.00218672677880843
812,812,5,0.183356138213103,0.0023166413491306
813,813,14,0.179594453907191,0.00224147670873331
814,814,16,0.178472021998838,0.00221897782345338
815,815,5,0.17976003836007,0.002244840041187
816,816,25,0.18049477755697,0.00225931962482084
817,817,19,0.183707499368511,0.00232360670692946
818,818,6,0.182848949803491,0.002306609092217
819,819,5,0.179577895028771,0.00224119343322628
820,820,8,0.179342484300165,0.00223656345383788
821,821,6,0.178145571736355,0.00221251168569714
822,822,16,0.184431175145975,0.00233790116853605
823,823,24,0.180896253447538,0.00226740690426208
824,824,4,0.187593292579664,0.00240049702094006
825,825,5,0.181012921734337,0.00226999578470129
826,826,18,0.183583404295959,0.00232091965214677
827,827,1,0.18009348748411,0.00225158661146585
828,828,22,0.180624122091287,0.00226224197574192
829,829,14,0.178378434665239,0.00221722266906776
830,830,9,0.177858686684,0.00220678768050643
831,831,1,0.179207729886025,0.00223375010588775
832,832,8,0.177055643838241,0.00219048729324885
833,833,6,0.182034787876493,0.00229040566575365
834,834,10,0.177351629365048,0.00219628897604442
835,835,3,0.185584363322552,0.00236087214069566
836,836,14,0.179775945415171,0.00224527642405109
837,837,7,0.180115228967268,0.00225205360050252
838,838,4,0.180442256043537,0.00225850394421274
839,839,19,0.178530491432284,0.00222021252128751
840,840,3,0.177499021095094,0.00219955426927748
841,841,7,0.177839858476884,0.00220632611298646
842,842,6,0.178432676341153,0.00221832933870882
843,843,4,0.187045228432218,0.00238965695270706
844,844,5,0.177175605825885,0.00219301549944985
845,845,5,0.179029144554856,0.0022302989321062
846,846,5,0.183489938119956,0.00231930136464307
847,847,4,0.179011479767161,0.0022298164903807
848,848,18,0.180209885728431,0.00225390026678446
849,849,7,0.178993560684043,0.00222956578262715
850,850,19,0.177875475093829,0.00220704187055222
851,851,6,0.179460882814497,0.00223894379538526
852,852,2,0.185917017578717,0.00236746186042668
853,853,5,0.178754439215218,0.00222461526922529
854,854,20,0.179068420304315,0.00223108499728921
855,855,7,0.177508635026259,0.00219972022825928
856,856,25,0.178793214877104,0.00222553746845343
857,857,30,0.18311393658216,0.00231188584116761
858,858,5,0.177188627376928,0.00219293849395727
859,859,9,0.184389634349127,0.00233719172392695
860,860,7,0.181283073112746,0.00227541032750261
861,861,8,0.178285133022481,0.00221532428166895
862,862,9,0.178330551416944,0.00221619313850613
863,863,4,0.18484799722753,0.00234629020115475
864,864,1,0.177418898443128,0.00219794118105687
865,865,1,0.183492855361125,0.00231924371699564
866,866,10,0.178122458401374,0.00221209100155629
867,867,5,0.178728001781491,0.00222424615922143
868,868,46,0.178586846491773,0.00222137469975834
869,869,14,0.180134186621204,0.00225245149639236
870,870,12,0.177208216651528,0.00219360164629485
871,871,22,0.177174726996475,0.00219300473277887
872,872,8,0.177654709926896,0.0022026128500418
873,873,7,0.180606192257754,0.0022617899500687
874,874,9,0.178599819470782,0.00222165569965386
875,875,7,0.185074853608403,0.00235057957521135
876,876,11,0.180021725499789,0.00225008304392747
877,877,3,0.177874071852962,0.00220699358135029
878,878,1,0.181785554774907,0.00228543758671705
879,879,11,0.178748115926569,0.00222456239003299
880,880,16,0.186469728295997,0.00237828389485326
881,881,4,0.179653762135082,0.00224277122700754
882,882,4,0.177807343498273,0.00220573212611572
883,883,11,0.179009699536538,0.00222985173666393
884,884,25,0.179878502117141,0.00224721020766885
885,885,6,0.185909487580283,0.00236719535470254
886,886,4,0.178565408678538,0.00222095676643086
887,887,4,0.177731911188843,0.00220419325531251
888,888,1,0.180161398779769,0.00225298567624118
889,889,5,0.178715590231913,0.00222391243016876
890,890,4,0.179336632362365,0.00223635429255876
891,891,3,0.180011047113004,0.00224998662227433
892,892,4,0.178170054202394,0.00221305448094896
893,893,35,0.178332177655935,0.00221628252817603
894,894,4,0.179576145513223,0.00224122482791596
895,895,4,0.17848622188768,0.00221940438923345
896,896,13,0.179767077206719,0.00224501271404985
897,897,4,0.184160147608103,0.00233262702437104
898,898,52,0.182825386097623,0.00230608217313476
899,899,4,0.179230689027841,0.00223432426496525
900,900,5,0.179777679827096,0.00224530361737735
901,901,8,0.176983589361209,0.00218916870292558
902,902,1,0.1829167550505,0.00230790948345284
903,903,1,0.178938048126756,0.0022283598834221
904,904,4,0.180445376070268,0.00225850371135707
905,905,2,0.176984768006116,0.00218907169371154
906,906,21,0.184490346219818,0.002339040223336
907,907,10,0.178639820538616,0.00222239510165056
908,908,5,0.179896343086335,0.00224765851394486
909,909,1,0.18194968420866,0.00228868408405239
910,910,7,0.178796846434903,0.00222561086873662
911,911,35,0.179717929732493,0.00224398576469367
912,912,1,0.181359098594754,0.00227688657942965
913,913,4,0.177609048504916,0.00220163856125693
914,914,33,0.181801662188194,0.00228571821294334
915,915,5,0.178332620741009,0.00221624846560285
916,916,6,0.179342858868742,0.00223657878604767
917,917,6,0.177677292910731,0.00220297976534538
918,918,9,0.178476146863804,0.00221920571359803
919,919,3,0.179155991780197,0.00223276586808103
920,920,12,0.177498204159643,0.00219940961769015
921,921,15,0.180209745665688,0.00225396173410833
922,922,1,0.184934378064819,0.00234778290705534
923,923,11,0.176858763467614,0.00218665057280572
924,924,4,0.179817256958669,0.00224608104780915
925,925,4,0.181363852700507,0.00227695171999681
926,926,1,0.182854378673215,0.00230672872622796
927,927,8,0.187518615553517,0.00239905762512061
928,928,1,0.180197405600602,0.00225353928866661
929,929,10,0.184835289798694,0.00234580126062258
930,930,26,0.180623876210188,0.00226224128947153
931,931,3,0.181757353858297,0.00228483072309075
932,932,6,0.178254053698482,0.00221465227595007
933,933,3,0.178518860982224,0.00221996304544526
934,934,7,0.185588703524908,0.00236096503700544
935,935,5,0.178475666416265,0.00221906890444171
936,936,9,0.18580731026076,0.00236476207761575
937,937,4,0.178701202999307,0.00222372131938201
938,938,4,0.176897492317811,0.00218723202717909
939,939,10,0.178105656312204,0.00221168994827544
940,940,8,0.178101561979296,0.0022115797291529
941,941,9,0.179525970245419,0.0022401287734822
942,942,3,0.178106164756257,0.00221168441514766
943,943,36,0.178435351866967,0.00221824808664072
944,944,3,0.17873125655675,0.00222418191726197
945,945,24,0.17866475525201,0.00222286936744957
946,946,6,0.178068293224042,0.0022110015876534
947,947,3,0.17821700163448,0.00221391299296049
948,948,1,0.177029406084185,0.00219005669075424
949,949,3,0.179113624712539,0.00223191068032563
950,950,4,0.182147428602345,0.0022926196131985
951,951,5,0.177432581103426,0.00219795023595816
952,952,1,0.179574222963057,0.0022411745563991
953,953,25,0.178737171187486,0.00222429001214424
954,954,3,0.180567103070535,0.00226101436482277
955,955,7,0.185883008230225,0.00236673066494132
956,956,4,0.184671309848855,0.00234279861866473
957,957,3,0.185820259726126,0.00236535966022466
958,958,13,0.178251731597012,0.00221469695516919
959,959,4,0.178312844302602,0.00221591737300839
960,960,9,0.177465874672739,0.00219888340689079
961,961,11,0.181615480612396,0.00228204883342776
962,962,7,0.177904009314418,0.00220755473498557
963,963,4,0.180581982503235,0.00226140755671293
964,964,27,0.178141501325239,0.00221245118013138
965,965,5,0.178066736006972,0.00221095001918787
966,966,5,0.178621221887103,0.00222205762481624
967,967,1,0.179143115022934,0.00223253356125924
968,968,11,0.178135492864257,0.00221223996546277
969,969,4,0.18146840585146,0.00227908113872838
970,970,30,0.180770863422743,0.00226508921623865
971,971,12,0.177557942018333,0.00220073526362633
972,972,4,0.181617260385759,0.00228207931728374
973,973,5,0.178435658150854,0.00221834352817697
974,974,3,0.178540033160018,0.00222047819862969
975,975,6,0.182121931587821,0.00229212862662176
976,976,21,0.186513490067086,0.00237914183767415
977,977,21,0.178522351211178,0.00222003427187193
978,978,4,0.177249109557252,0.0021944982720197
979,979,12,0.178777750750487,0.00222525721403237
980,980,16,0.181544904932016,0.00228049586472552
981,981,8,0.17795606868688,0.00220874056139242
982,982,3,0.182123251737348,0.00229216097263368
983,983,12,0.181232367810294,0.00227434682975082
984,984,6,0.181806327151266,0.00228582114820559
985,985,4,0.177652911511985,0.00220256287748607
986,986,6,0.17723905391794,0.00219418465382955
987,987,5,0.177803169150105,0.00220559331177334
988,988,6,0.185650418566238,0.00236220029576776
989,989,11,0.18197424123357,0.00228916359762529
990,990,8,0.177280109058257,0.00219503841832042
991,991,6,0.177025087146323,0.00218972184605251
992,992,3,0.177989308613834,0.00220941886961497
993,993,24,0.178410589569209,0.00221772367890573
994,994,38,0.179145917635645,0.00223261155623842
995,995,3,0.179465323825654,0.00223895210418044
996,996,82,0.177629426929411,0.00220212193113002
997,997,3,0.178982268824261,0.00222917088305278
998,998,3,0.177562309251853,0.00220082627767916
999,999,5,0.179941212086762,0.00224838582870553
1000,1000,8,0.178697113571923,0.00222357835507583
1001,1001,2,0.183608257461633,0.00232160829248085
1002,1002,4,0.187502710631632,0.00239872100936319
1003,1003,130,0.177762204133387,0.00220474516267998
1004,1004,21,0.178366775746134,0.00221697214999494
1005,1005,17,0.183094734788143,0.0023114549846089
1006,1006,21,0.183494417408208,0.00231940280589435
1007,1007,6,0.177158063052751,0.0021925111517066
1008,1008,3,0.178488599331303,0.00221941146319801
1009,1009,1,0.178679380596458,0.00222323337070654
1010,1010,6,0.182236242461679,0.00229439561732256
1011,1011,8,0.177058360872345,0.00219055893413655
1012,1012,4,0.176882809877059,0.00218686718865048
1013,1013,8,0.185946915250764,0.00236802616831498
1014,1014,16,0.18454575910899,0.0023401677305022
1015,1015,4,0.185552087564731,0.00235975832534596
1016,1016,4,0.17740623887865,0.00219767867678407
1017,1017,17,0.180649223914403,0.00226265990755237
1018,1018,4,0.184538360585728,0.00234016867388811
1019,1019,10,0.187296017199743,0.00239462337186187
1020,1020,5,0.180573992184881,0.00226124566170216
1021,1021,1,0.177468785268933,0.00219886862752202
1022,1022,4,0.182792836322948,0.00230535064094863
1023,1023,12,0.177946932300203,0.00220844669747571
1024,1024,2,0.180845049904164,0.0022666381713795
1025,1025,1,0.177320327120073,0.00219594634479489
1026,1026,11,0.18451467295478,0.00233954189830956
1027,1027,34,0.181429184108106,0.00227830401309273
1028,1028,4,0.177087975677838,0.00219127456101777
1029,1029,8,0.184004740924018,0.002329489323646
1030,1030,3,0.179734038503515,0.0022443125496532
1031,1031,2,0.178293227080157,0.00221552899205147
1032,1032,9,0.182595653409008,0.00230157775563426
1033,1033,3,0.180169550204426,0.0022530875480116
1034,1034,4,0.183907130542894,0.00232749737899524
1035,1035,15,0.182466409106528,0.00229900799725857
1036,1036,22,0.181530863006764,0.00228033738803389
1037,1037,4,0.187035509986278,0.0023894477712549
1038,1038,2,0.178657908143204,0.00222263975318807
1039,1039,4,0.186392798978968,0.00237660774745638
1040,1040,31,0.177542512160303,0.00220015977348205
1041,1041,8,0.185785771731683,0.00236460159841422
1042,1042,23,0.180289769883814,0.00225549130409486
1043,1043,2,0.183624184852599,0.00232196953362968
1044,1044,8,0.178668475948928,0.00222306830653478
1045,1045,25,0.178407560258888,0.00221779502529215
1046,1046,14,0.179453184123483,0.00223860109523246
1047,1047,5,0.178103226109395,0.002211709339063
1048,1048,4,0.177716836086098,0.00220378728019055
1049,1049,9,0.177132121200105,0.00219204929993249
1050,1050,1,0.178818099850483,0.00222606853540807
1051,1051,8,0.179016176971194,0.00223004608475056
1052,1052,9,0.184197957036538,0.00233336069649168
1053,1053,20,0.178564213923701,0.00222088066483772
1054,1054,22,0.177200435008791,0.00219339563790659
1055,1055,54,0.178518811183151,0.00222006355938739
1056,1056,4,0.17728547969038,0.00219523524754369
1057,1057,6,0.18225205163495,0.00229473864521749
1058,1058,8,0.177139222583672,0.00219225879159539
1059,1059,2,0.177956748257472,0.00220871356709742
1060,1060,6,0.178447036693034,0.00221852530252407
1061,1061,12,0.180435863869437,0.00225829221752336
1062,1062,17,0.183314789509678,0.00231582764184333
1063,1063,9,0.177705654295279,0.0022037064803387
1064,1064,4,0.185270197600953,0.00235466922662933
1065,1065,27,0.178152697756854,0.00221269066884215
1066,1066,5,0.187340817923024,0.00239550142988702
1067,1067,4,0.177620408514268,0.00220196051914318
1068,1068,38,0.179224273420303,0.00223418539397185
1069,1069,4,0.177680937867125,0.00220307187823704
1070,1070,4,0.179801681475354,0.00224578720585081
1071,1071,9,0.178986661832418,0.00222938885314304
1072,1072,19,0.18477277207191,0.00234482065416147
1073,1073,4,0.179003894926076,0.00222978731839268
1074,1074,7,0.177545898599924,0.00220045831052886
1075,1075,4,0.183309983701926,0.00231571913871847
1076,1076,59,0.181365060685086,0.00227705176738183
1077,1077,3,0.179893445944859,0.00224758053565617
1078,1078,8,0.177762588245197,0.00220485849448466
1079,1079,32,0.184346194585116,0.00233633358033461
1080,1080,1,0.181238515050317,0.00227452575743782
1081,1081,4,0.183389084253936,0.00231714238094768
1082,1082,8,0.178669471589819,0.00222304209981867
1083,1083,27,0.180991325407495,0.0022694305295254
1084,1084,2,0.177010120123129,0.00218952021240243
1085,1085,4,0.178830318540413,0.00222631775384215
1086,1086,4,0.177921282658615,0.00220780957468948
1087,1087,6,0.178183044444926,0.00221326077689118
